hospital_name,city,state_code,rural_versus_urban,net_income,net_patient_revenue,total_costs,total_discharges,medicare_discharges,cost_to_charge_ratio,cost_of_charity_care,medicare_dependency_pct,charge_markup_ratio
"HOLMES REGL MEDICAL CENTER",MELBOURNE,FL,U,29626261.00,639242276.00,675001792.00,29971,7567,0.2002,32251398.00,25.25,4.99
"CAPE CANAVERAL HOSPITAL INC","COCOA BEACH",FL,U,8151010.00,179508918.00,195493885.00,6715,2036,0.2299,11204794.00,30.32,4.35
"ST CATHERINES REHAB HOSPITAL","NORTH MIAMI",FL,U,-1017563.00,36223003.00,38598031.00,497,353,NULL,NULL,71.03,1.45
"FRANKLIN COUNTY MEDICAL CENTER",PRESTON,ID,R,-487840.00,35920867.00,32213893.00,504,216,0.7578,NULL,42.86,1.32
"ST. LUKES WOOD RIVER MEDICAL CENTER",KETCHUM,ID,R,11322463.00,93232513.00,72871585.00,827,273,0.5099,1857479.00,33.01,1.96
"MARION GENERAL HOSPITAL",COLUMBIA,MS,R,-1777021.00,15935556.00,16368277.00,362,192,0.3314,1517846.00,53.04,3.02
"PONTOTOC HEALTH SERVICES",PONTOTOC,MS,R,1069799.00,27279484.00,29504330.00,277,165,0.3990,2188441.00,59.57,2.51
"FIELD MEMORIAL COMMUNITY HOSPITAL",CENTREVILLE,MS,R,-224862.00,21621101.00,21972885.00,138,82,0.6305,347150.00,59.42,1.59
"CHOCTAW REGIONAL MEDICAL CENTER",ACKERMAN,MS,R,-142032.00,20402588.00,21977638.00,105,66,0.7121,29562.00,62.86,1.40
"LITTLETON REGIONAL HEALTHCARE",LITTLETON,NH,R,2926868.00,96732369.00,79377711.00,1277,372,0.4307,734647.00,29.13,2.32
"J ARTHUR DOSHER MEMORIAL HOSPITAL",SOUTHPORT,NC,R,4701104.00,57096256.00,52438277.00,523,248,0.3532,919237.00,47.42,2.83
"ROGUE REGIONAL MEDICAL CENTER",MEDFORD,OR,R,4356683.00,769137287.00,736759781.00,21968,4069,0.2886,3213337.00,18.52,3.47
"LAFOLLETTE MEDICAL CENTER",LAFOLLETTE,TN,R,1190149.00,45432751.00,43983366.00,1499,316,0.1515,2008829.00,21.08,6.60
"TENNOVA HEALTHCARE CLARKSVILLE",CLARKSVILLE,TN,R,12265263.00,204344795.00,178525401.00,10192,2445,0.1018,8207084.00,23.99,9.83
"BAPTIST MEM HOSPITAL MEMPHIS",MEMPHIS,TN,U,-9134983.00,876280001.00,783623514.00,34211,10993,0.1780,38673574.00,32.13,5.62
"JEFFERSON MEMORIAL HOSPITAL","JEFFERSON CITY",TN,U,2222062.00,55436407.00,51026086.00,2031,607,0.1173,2582774.00,29.89,8.53
"BAPTIST MEM HOSPITAL UNION CITY","UNION CITY",TN,R,-234555.00,51978965.00,44292389.00,2211,648,0.1647,1872388.00,29.31,6.07
"NEWPORT MEDICAL CENTER",NEWPORT,TN,R,5011228.00,48787000.00,40903346.00,2320,371,0.1091,2967056.00,15.99,9.16
"TROUSDALE MEDICAL CENTER",HARTSVILLE,TN,R,1774411.00,12631192.00,9851304.00,139,51,0.2653,430664.00,36.69,3.77
"MACON COUNTY GENERAL HOSPITAL",LAFAYETTE,TN,U,474026.00,19767231.00,19111737.00,621,289,0.3164,1171419.00,46.54,3.16
"BAPTIST MEM RESTORATIVE CARE HOSP.",MEMPHIS,TN,U,-4506592.00,9510088.00,14221700.00,178,104,NULL,NULL,58.43,3.45
"MCCAMEY COUNTY HOSPITAL DISTRICT",MCCAMEY,TX,R,-37741.00,8238526.00,15767910.00,29,8,1.6382,2202605.00,27.59,0.61
"MEMORIAL HOSPITAL",KERMIT,TX,R,6609359.00,11543194.00,15583688.00,46,17,0.8386,2838935.00,36.96,1.19
"GOV. JUAN F. LUIS HOSPITAL",CHRISTIANSTED,VI,R,16286588.00,-34343588.00,65498339.00,1689,478,0.5237,5678.00,28.30,1.91
"UAB MEDICAL WEST",BESSEMER,AL,U,434893.00,145241555.00,128573797.00,6074,977,0.2122,8438485.00,16.08,4.71
"ATMORE COMMUNITY HOSPITAL",ATMORE,AL,R,-3358558.00,17797192.00,21388889.00,726,147,0.2795,22996.00,20.25,3.58
EAMC-LANIER,VALLEY,AL,R,-30412933.00,NULL,22014525.00,441,132,0.4005,1450294.00,29.93,2.50
"WASHINGTON COUNTY HOSPITAL",CHATOM,AL,R,3810106.00,18607819.00,16339542.00,189,53,0.6900,616.00,28.04,1.45
"RED BAY HOSPITAL","RED BAY",AL,R,-414759.00,8211616.00,8843774.00,154,86,0.3424,19314.00,55.84,2.92
"SAN CARLOS APACHE HEALTHCARE CORP",PERIDOT,AZ,R,-94878291.00,NULL,53586964.00,273,53,NULL,NULL,19.41,0.01
"FIVE RIVERS MEDICAL CENTER",POCAHONTAS,AR,R,-2767164.00,14354784.00,17176318.00,447,219,0.5322,267184.00,48.99,1.88
"ED FRASER MEMORIAL HOSPITAL",MACCLENNY,FL,R,-1670587.00,34134490.00,30047840.00,394,177,0.3520,1396738.00,44.92,2.84
"TALLAHASSEE MEMORIAL HOSPITAL",TALLAHASSEE,FL,U,-20029379.00,885121325.00,790007597.00,28847,4742,0.1928,16270690.00,16.44,5.19
"DESOTO MEMORIAL HOSPITAL",ARCADIA,FL,R,-2143654.00,42884965.00,43027457.00,891,257,0.2368,3822370.00,28.84,4.22
"JUPITER MEDICAL CENTER",JUPITER,FL,U,11686429.00,380056898.00,368057782.00,13078,5393,0.1995,3137238.00,41.24,5.01
"ST. CLOUD REGIONAL MEDICAL CENTER","ST. CLOUD",FL,U,13729167.00,117632467.00,86362820.00,5808,1239,0.0916,6732486.00,21.33,10.91
"VIERA HOSPITAL INC",VIERA,FL,U,35640470.00,178854677.00,167129376.00,6352,2453,0.1806,5194917.00,38.62,5.54
"SARASOTA MEMORIAL HOSPITAL VENICE","NORTH VENICE",FL,U,9504144.00,224441180.00,238608114.00,11132,4776,0.1780,1645175.00,42.90,5.62
"EVANS MEMORIAL HOSPITAL",CLAXTON,GA,R,1196896.00,16253223.00,16535931.00,479,131,0.1591,261283.00,27.35,6.28
"SGMC BERRIEN CAMPUS",NASHVILLE,GA,R,-450706.00,7779497.00,9570904.00,129,36,0.3431,832864.00,27.91,2.91
"NGMC LUMPKIN  LLC",DAHLONEGA,GA,U,6582796.00,25517207.00,23245212.00,789,258,0.1750,2097877.00,32.70,5.72
"NORTHSIDE HOSPITAL - DULUTH",DULUTH,GA,U,1298949.00,203956148.00,210695525.00,5943,1058,0.1828,18692556.00,17.80,5.47
"JASPER MEMORIAL HOSPITAL",MONTICELLO,GA,U,991625.00,12436418.00,12660849.00,3,2,0.7893,88177.00,66.67,1.27
"PUTNAM GENERAL HOSPITAL",EATONTON,GA,R,1216023.00,20512033.00,16126775.00,216,63,0.5559,275860.00,29.17,1.80
"MONROE COUNTY HOSPITAL",FORSYTH,GA,R,190205.00,13237333.00,14642525.00,224,66,0.4492,400082.00,29.46,2.23
"LITTLE COMPANY OF MARY","EVERGREEN PARK",IL,R,-44258454.00,249737208.00,243657642.00,15420,2951,0.2035,3166804.00,19.14,4.91
"OSF SAINT CLARE MEDICAL CENTER",PRINCETON,IL,R,13113164.00,54771801.00,39957231.00,488,256,0.3221,577959.00,52.46,3.10
"ADVENTHEALTH MANCHESTER",MANCHESTER,KY,R,1629414.00,83024189.00,76146869.00,1598,281,0.2759,1198785.00,17.58,3.62
"NORTH MISSISSIPPI MEDICAL CENTER",TUPELO,MS,R,69357007.00,788719102.00,595923793.00,19445,7203,0.2178,27252614.00,37.04,4.59
"CLAY COUNTY MEDICAL CORPORATION","WEST POINT",MS,R,1970150.00,46940214.00,45746832.00,897,266,0.2370,1632063.00,29.65,4.22
"MADISON VALLEY MEDICAL CENTER",ENNIS,MT,R,1084382.00,12882476.00,12429998.00,85,46,1.1800,NULL,54.12,0.85
"CONCORD HOSPITAL - LACONIA",LACONIA,NH,R,-2294730.00,126996422.00,108448229.00,2774,1290,0.2757,472376.00,46.50,3.63
"EXETER HOSPITAL  INC.",EXETER,NH,R,-19868400.00,295623876.00,264611777.00,4926,1966,0.2758,2537487.00,39.91,3.63
"MEMORIAL MEDICAL CENTER","LAS CRUCES",NM,U,29518672.00,353011156.00,227849765.00,9000,1754,0.1273,1742257.00,19.49,7.85
"ALLEGHANY MEMORIAL HOSPITAL",SPARTA,NC,R,-2286817.00,12170476.00,13998797.00,139,90,0.4770,460860.00,64.75,2.10
"WAGONER HOSPITAL AUTHORITY",WAGONER,OK,U,-2597740.00,22661128.00,19542382.00,1995,248,0.4352,42738.00,12.43,2.30
"TITUS REGIONAL MEDICAL CENTER","MT. PLEASANT",TX,R,-5254194.00,98169899.00,72261493.00,2913,720,0.2648,4601475.00,24.72,3.78
"PALO PINTO GENERAL HOSPITAL","MINERAL WELLS",TX,R,486799.00,32513611.00,52658665.00,1450,361,0.4040,4648809.00,24.90,2.48
"CUERO COMMUNITY HOSPITAL",CUERO,TX,R,6512233.00,35888858.00,40922312.00,611,145,0.3498,3493750.00,23.73,2.86
"BALLINGER MEMORIAL HOSPITAL",BALLINGER,TX,R,2966147.00,18466867.00,20392999.00,91,55,0.4929,977444.00,60.44,2.03
"LYNN COUNTY HOSPITAL",TAHOKA,TX,U,-585957.00,16396169.00,15666843.00,115,64,0.7174,1198072.00,55.65,1.39
"RUTLAND REGIONAL MEDICAL CENTER",RUTLAND,VT,R,-1499416.00,325028245.00,260912590.00,5482,2266,0.3524,2948922.00,41.34,2.84
"WRANGELL MEDICAL CENTER",WRANGELL,AK,R,-270320.00,14303710.00,24486395.00,76,41,2.5431,688325.00,53.95,0.94
"SCRIPPS MERCY HOSPITAL","SAN DIEGO",CA,R,-62456074.00,913460573.00,944207599.00,28936,4359,0.1691,14835670.00,15.06,5.91
"CHARLOTTE HUNGERFORD HOSPITAL",TORRINGTON,CT,U,-9919209.00,173287000.00,149806485.00,5283,1755,0.2783,1959107.00,33.22,3.59
"POWER COUNTY HOSPITAL DISTRICT","AMERICAN FALLS",ID,U,-152353.00,10834890.00,12780140.00,46,21,1.2020,66439.00,45.65,0.83
"NORWEGIAN AMERICAN HOSPITAL",CHICAGO,IL,U,9548685.00,127913736.00,111095625.00,4811,774,0.3234,2730429.00,16.09,3.09
"SILVER CROSS HOSPITAL","NEW LENOX",IL,U,25771414.00,514107827.00,447004133.00,20600,6642,0.2880,5445548.00,32.24,3.47
"TAYLORVILLE MEMORIAL HOSPITAL",TAYLORVILLE,IL,R,17251166.00,64524015.00,46842263.00,456,255,0.2955,258199.00,55.92,3.38
"SPRING VIEW HOSPITAL",LEBANON,KY,R,3901900.00,52119751.00,29976469.00,815,222,0.1222,389561.00,27.24,8.18
"EPHRAIM MCDOWELL REG MED CTR",DANVILLE,KY,R,3231850.00,234678984.00,225175872.00,5496,1536,0.3229,2538979.00,27.95,3.10
"DEACONNESS UNION COUNTY HOSPITAL",MORGANFIELD,KY,R,6281641.00,29920668.00,21034669.00,99,55,0.3565,621463.00,55.56,2.81
"INLAND HOSPITAL",WATERVILLE,ME,R,-2603515.00,69337238.00,67430032.00,1050,195,0.4261,38892.00,18.57,2.35
"MOUNT AUBURN HOSPITAL",CAMBRIDGE,MA,U,-14950914.00,343175697.00,340768510.00,11866,3389,0.5257,2218059.00,28.56,1.90
"CAPE COD HOSPITAL",HYANNIS,MA,U,52787906.00,689149004.00,564682053.00,16608,8453,0.3636,7514350.00,50.90,2.75
"MARLBOROUGH HOSPITAL",MARLBOROUGH,MA,U,7092588.00,101671567.00,97091321.00,3179,1373,0.2518,1787554.00,43.19,3.97
"BROCKTON HOSPITAL  INC.",BROCKTON,MA,U,50096952.00,181258800.00,276035887.00,3380,998,0.5038,3604983.00,29.53,1.99
"BIDMC-MILTON HOSPITAL  INC",MILTON,MA,U,-1582500.00,146980472.00,128887503.00,5700,2815,0.3694,476330.00,49.39,2.71
"TUFTS MEDICAL CENTER",BOSTON,MA,R,-331998.00,889460844.00,1082918152.00,17157,6121,0.3908,2647977.00,35.68,2.56
"LAHEY CLINIC HOSPITAL  INC.",BURLINGTON,MA,U,61721406.00,1098564775.00,954750213.00,21618,8972,0.3902,9333078.00,41.50,2.56
"MARTHAS VINEYARD HOSPITAL","OAK BLUFFS",MA,R,9432259.00,134848702.00,120423623.00,1127,652,0.5126,NULL,57.85,1.95
"ATHOL MEMORIAL HOSPITAL",ATHOL,MA,U,-13851383.00,37627504.00,38498373.00,393,181,0.5440,62473.00,46.06,1.84
"ST. ELIZABETH HOSP. OF WABASHA  INC.",WABASHA,MN,U,1087694.00,31526066.00,33763584.00,127,43,0.8862,339826.00,33.86,1.13
"BOONE COUNTY HEALTH CENTER",ALBION,NE,R,80273.00,39191636.00,38986925.00,509,334,0.7400,37718.00,65.62,1.35
"CONCORD HOSPITAL  INC.",CONCORD,NH,U,66799931.00,569977025.00,453254675.00,9377,3852,0.2601,7882640.00,41.08,3.84
"COTTAGE HOSPITAL",WOODSVILLE,NH,R,-261330.00,40031678.00,36139923.00,445,205,0.5256,1020677.00,46.07,1.90
"NORTHERN DUTCHESS HOSPITAL",RHINEBECK,NY,U,5117804.00,180280003.00,149559919.00,4738,1679,0.3050,1263568.00,35.44,3.28
"ALICE HYDE MEDICAL CENTER",MALONE,NY,R,-10540138.00,84368360.00,98836524.00,773,304,0.4276,504427.00,39.33,2.34
"CHAMPLAIN VALLEY PHYSICIANS HOSPITAL",PLATTSBURGH,NY,R,-34385636.00,394376525.00,407308275.00,7602,2668,0.3267,733231.00,35.10,3.06
"PUTNAM HOSPITAL CENTER",CARMEL,NY,U,-28706130.00,103971804.00,129952274.00,2510,1277,0.3590,1174554.00,50.88,2.79
"MARIETTA MEMORIAL HOSPITAL",MARIETTA,OH,R,16791143.00,498048989.00,435306218.00,9717,3241,0.2679,8160607.00,33.35,3.73
"SELBY GENERAL HOSPITAL",MARIETTA,OH,R,6369707.00,73001697.00,70098015.00,1155,447,0.3616,1257655.00,38.70,2.77
"RIDGEVIEW HOSPITAL","MIDDLE POINT",OH,R,133096.00,11931934.00,9628491.00,749,548,NULL,NULL,73.16,2.53
"SOUTH COUNTY HOSPITAL",WAKEFIELD,RI,U,-3668148.00,224831385.00,179272167.00,5167,1711,0.2759,377892.00,33.11,3.62
"MEMORIAL MEDICAL CENTER  INC.",ASHLAND,WI,R,21401118.00,148627202.00,110749717.00,1433,603,0.4627,730114.00,42.08,2.16
"BIBB MEDICAL CENTER",CENTREVILLE,AL,U,2881143.00,21891855.00,22512790.00,254,73,0.6947,294501.00,28.74,1.44
"MANIILAQ HEALTH CENTER",KOTZEBUE,AK,R,-80961698.00,NULL,45753901.00,381,98,NULL,NULL,25.72,0.00
"PIH HEALTH GOOD SAMARITAN HOSPITAL","LOS ANGELES",CA,R,-25280647.00,358863981.00,325320554.00,10871,2569,0.1913,4805524.00,23.63,5.23
"KECK HOSPITAL OF USC","LOS ANGELES",CA,R,42040501.00,1398015059.00,1263757140.00,11426,4038,0.2659,4235906.00,35.34,3.76
"MEE MEMORIAL HOSPITAL","KING CITY",CA,U,3959549.00,68080848.00,62212187.00,442,102,0.2999,257925.00,23.08,3.33
"THE WILLIAM W. BACKUS HOSPITAL",NORWICH,CT,R,10148946.00,442951133.00,404975201.00,11485,2616,0.2946,5327497.00,22.78,3.39
"NAPLES COMMUNITY HOSPITAL",NAPLES,FL,R,-33721360.00,691733494.00,664686463.00,31045,11212,0.1973,24886566.00,36.12,5.07
"DECATUR MEMORIAL HOSPITAL",DECATUR,IL,U,-58632392.00,272728014.00,269015385.00,6507,2505,0.2422,1704633.00,38.50,4.13
"SPRINGFIELD MEMORIAL HOSPITAL",SPRINGFIELD,IL,R,3564942.00,783579811.00,620068849.00,18966,5596,0.2076,4166201.00,29.51,4.82
"BCC DBA ILLINI COMMUNITY HOSPITAL",PITTSFIELD,IL,R,4748826.00,35752202.00,30020686.00,375,210,0.3823,528021.00,56.00,2.62
"FRANKLIN MEMORIAL HOSPITAL",FARMINGTON,ME,R,2976480.00,115769309.00,114738611.00,1771,410,0.4272,1205559.00,23.15,2.34
"MAINE COAST MEMORIAL HOSPITAL",ELLSWORTH,ME,R,4850614.00,107745032.00,99525410.00,1511,420,0.3619,173017.00,27.80,2.76
"NORTHERN MAINE MEDICAL CENTER","FORT KENT",ME,R,-12174445.00,58228389.00,58772618.00,832,336,0.6126,1331.00,40.38,1.63
"HOULTON REGIONAL HOSPITAL",HOULTON,ME,R,-1509745.00,50235221.00,46222434.00,693,203,0.5549,144728.00,29.29,1.80
HEALTHALLIANCE-CLINTON,LEOMINSTER,MA,U,7629300.00,228192861.00,226403860.00,7853,2355,0.2707,2041335.00,29.99,3.69
"NEW ENGLAND BAPTIST HOSPITAL",BOSTON,MA,U,-3921062.00,215745800.00,217682336.00,2737,1703,0.5489,574235.00,62.22,1.82
"BAPTIST MEM HOSPITAL UNION COUNTY","NEW ALBANY",MS,R,26309565.00,140265945.00,104042968.00,3265,1009,0.1743,5341625.00,30.90,5.74
"BAPTIST MEM HOSPITAL NORTH MISS",OXFORD,MS,R,23336774.00,242074875.00,194450262.00,10983,4666,0.1852,10412936.00,42.48,5.40
"BAPTIST MEM HOSPITAL BOONEVILLE",BOONEVILLE,MS,R,-441868.00,22829315.00,22050679.00,492,293,0.1981,1272072.00,59.55,5.05
"NATCHEZ REGIONAL MEDICAL CENTER",NATCHEZ,MS,R,4420700.00,57990729.00,51963683.00,2354,698,0.0864,1952921.00,29.65,11.57
"BAPTIST MEM HOSPITAL DESOTO",SOUTHAVEN,MS,R,-3038592.00,316449190.00,293398667.00,19507,4588,0.1782,18357773.00,23.52,5.61
"NORTH SUNFLOWER COUNTY HOSPITAL",RULEVILLE,MS,R,-6214845.00,73559933.00,61787440.00,290,144,0.6814,121639.00,49.66,1.47
"CAPE FEAR VALLEY HOKE HOSPITAL",RAEFORD,NC,U,22329356.00,73060127.00,46938071.00,1787,376,0.1933,8593247.00,21.04,5.17
"FIRSTHEALTH MONTGOMERY MEMORIAL CAH",TROY,NC,R,2116266.00,19972285.00,18645909.00,299,50,0.2178,799402.00,16.72,4.59
"EAST CAROLINA HEALTH-BERTIE",WINDSOR,NC,R,4084557.00,24513765.00,21611256.00,305,155,0.4355,882765.00,50.82,2.30
"BLADEN COUNTY HOSPITAL",ELIZABETHTOWN,NC,R,5954497.00,40940835.00,36124794.00,687,144,0.3197,3589870.00,20.96,3.13
"EAST CAROLINA HEALTH - CHOWAN INC",EDENTON,NC,R,16839110.00,74886166.00,57261350.00,1483,478,0.3839,2632196.00,32.23,2.61
"THE OUTER BANKS HOSPITAL INC","NAGS HEAD",NC,R,27504630.00,96663837.00,69559658.00,1155,483,0.3725,1957857.00,41.82,2.68
"SPARTANBURG REGIONAL MEDICAL CENTER",SPARTANBURG,SC,R,147406000.00,1219502000.00,1041637710.00,29361,6765,0.2246,43882282.00,23.04,4.45
"OCONEE MEMORIAL HOSPITAL",SENECA,SC,R,-7678255.00,177361076.00,181566368.00,6969,2130,0.2227,12598696.00,30.56,4.49
"PH BAPTIST EASLEY HOSPITAL",EASLEY,SC,U,-4913777.00,119051961.00,102688874.00,4721,1180,0.1900,7805895.00,24.99,5.26
"PRISMA HEALTH RICHLAND HOSPITAL",COLUMBIA,SC,R,-12808113.00,1021926277.00,896743415.00,25619,4660,0.2429,48371364.00,18.19,4.12
"PH BAPTIST PARKRIDGE HOSPITAL",COLUMBIA,SC,U,18285328.00,187094482.00,143498843.00,5175,1130,0.2019,5342280.00,21.84,4.95
"UNION MEDICAL CENTER",UNION,SC,R,2303293.00,32153858.00,30561448.00,382,112,0.2384,1685148.00,29.32,4.19
"CONTINUECARE HOSP AT PALMETTO HEALTH",COLUMBIA,SC,U,-431291.00,12478796.00,12121412.00,273,164,NULL,NULL,60.07,2.75
"PH N GREENVILLE LT ACUTE CARE HOSP","TRAVELERS REST",SC,U,-2852997.00,29232910.00,31718436.00,302,74,NULL,NULL,24.50,3.68
"BAPTIST MEM HOSPITAL HUNTINGDON",HUNTINGDON,TN,R,-485616.00,27395127.00,24629153.00,1341,413,0.1764,1243576.00,30.80,5.67
"SHELTERING ARMS INSTITUTE",RICHMOND,VA,U,-2258453.00,79612696.00,83229618.00,2368,1091,NULL,NULL,46.07,2.21
"SISTERSVILLE GENERAL HOSPITAL",SISTERSVILLE,WV,R,935134.00,19181516.00,21109644.00,27,8,0.8978,221158.00,29.63,1.11
"ROANE GENERAL HOSPITAL",SPENCER,WV,R,387471.00,58411952.00,52896298.00,197,63,0.4192,299147.00,31.98,2.39
"WAUKESHA MEMORIAL HOSPITAL",WAUKESHA,WI,U,22002095.00,540596374.00,479114695.00,11895,3112,0.2348,869925.00,26.16,4.26
"OCONOMOWOC MEMORIAL HOSPITAL",OCONOMOWOC,WI,U,2477182.00,125002940.00,115425848.00,2736,803,0.2402,172088.00,29.35,4.16
"GUNDERSEN LUTHERAN MEDICAL CENTER  I","LA CROSSE",WI,R,9460668.00,1042733937.00,759785575.00,11468,2522,0.4385,10804148.00,21.99,2.28
"MILE BLUFF MEDICAL CENTER  INC.",MAUSTON,WI,R,996179.00,99413375.00,87267664.00,1084,295,0.3819,42012.00,27.21,2.62
"SOUTHEAST HEALTH MEDICAL CENTER",DOTHAN,AL,R,23982132.00,435666482.00,342951907.00,18800,4028,0.1713,15039146.00,21.43,5.84
"MARION REGIONAL MEDICAL CENTER",HAMILTON,AL,R,-4137989.00,18553479.00,27990901.00,259,110,0.4542,1290485.00,42.47,2.20
"SHARON HOSPITAL",SHARON,CT,R,-24084221.00,47656576.00,60060414.00,1123,585,0.4380,926590.00,52.09,2.28
"THE STAMFORD HOSPITAL","STAMFORD  CT 06904",CT,R,647113.00,834454616.00,601199520.00,12974,3619,0.1878,7523969.00,27.89,5.33
"JOHNSON MEMORIAL HOSPITAL  INC.","STAFFORD SPRINGS",CT,U,-5901626.00,58335233.00,58069176.00,1112,303,0.3817,561614.00,27.25,2.62
"ST. MARYS HOSPITAL",WATERBURY,CT,U,5748311.00,313554574.00,274858446.00,7356,1799,0.2565,4733115.00,24.46,3.90
"BRISTOL HOSPITAL  INC",BRISTOL,CT,U,7618325.00,156718520.00,157959338.00,4478,940,0.2592,45590.00,20.99,3.86
"NORWALK HOSPITAL",NORWALK,CT,R,-18860001.00,354913347.00,305571324.00,8468,3068,0.2702,8148182.00,36.23,3.70
"NOT-FOR-PROFIT HOSPITAL CORPORATION",WASHINGTON,DC,U,-9194163.00,90329944.00,103165050.00,3609,768,0.3445,2795.00,21.28,2.90
"PALM BAY HOSPITAL","PALM BAY",FL,U,16204454.00,166944371.00,168510285.00,8443,2300,0.1799,11439372.00,27.24,5.56
"GIBSON AREA HOSPITAL AND HEALTH SVCS","GIBSON CITY",IL,R,1506765.00,145839139.00,108288665.00,769,337,0.3125,1573137.00,43.82,3.20
"OCHSNER - ABROM KAPLAN MH",KAPLAN,LA,R,1954470.00,24014267.00,23587441.00,167,79,0.5786,98669.00,47.31,1.73
"SOUTHERN MAINE HEALTH CARE",BIDDEFORD,ME,U,-12745179.00,374236200.00,313170112.00,6501,1756,0.3706,5875665.00,27.01,2.70
"ANNA JAQUES HOSPITAL",NEWBURYPORT,MA,U,-13290288.00,143852674.00,152724446.00,5026,2271,0.4934,490339.00,45.19,2.03
"BEVERLY HOSPITAL",BEVERLY,MA,U,34075673.00,445635366.00,411037688.00,18595,6267,0.3807,1417434.00,33.70,2.63
"BETH ISRAEL DEACONESS - PLYMOUTH",PLYMOUTH,MA,U,972954.00,358095192.00,339430288.00,12511,5373,0.3879,663506.00,42.95,2.58
"LOWELL GENERAL HOSPITAL",LOWELL,MA,R,48633576.00,503671086.00,524975441.00,19059,5414,0.3774,1976311.00,28.41,2.65
"MELROSEWAKEFIELD HEALTHCARE  INC",MEDFORD,MA,U,52683582.00,241153187.00,253853637.00,7829,3046,0.4401,415064.00,38.91,2.27
"BETH ISRAEL DEACONESS HOSPITAL- NEED",NEEDHAM,MA,U,-131852053.00,143539976.00,130834816.00,4270,2450,0.4067,846748.00,57.38,2.46
"APPLETON MUNICIPAL HOSPITAL",APPLETON,MN,R,-3353471.00,16877495.00,19453290.00,61,25,0.8819,6311.00,40.98,1.13
"COMMUNITY MEMORIAL HOSPITAL",CLOQUET,MN,R,-6625734.00,62750712.00,51731431.00,594,269,0.4185,96758.00,45.29,2.39
"NORTHERN HOSP OF SURRY CO","MOUNT AIRY",NC,R,4126899.00,104470320.00,102587188.00,3588,868,0.4239,1110094.00,24.19,2.36
"CAPE FEAR VALLEY MEDICAL CENTER",FAYETTEVILLE,NC,R,54808871.00,923515909.00,653521836.00,36046,5701,0.2305,53948959.00,15.82,4.34
"IREDELL MEMORIAL HOSPITAL",STATESVILLE,NC,U,26430558.00,244411504.00,172094090.00,6759,1699,0.1940,1138230.00,25.14,5.15
"ONSLOW MEMORIAL HOSPITAL",JACKSONVILLE,NC,R,19685389.00,179980059.00,138573865.00,6828,1310,0.2549,6978735.00,19.19,3.92
"HUGH CHATHAM MEMORIAL HOSPITAL",ELKIN,NC,R,-5193689.00,112301792.00,94886490.00,2647,630,0.2679,2408536.00,23.80,3.73
"EAST CAROLINA HEALTH",AHOSKIE,NC,R,-7718550.00,84097456.00,80783041.00,2448,784,0.3812,3713340.00,32.03,2.62
"DUPLIN GENERAL HOSPITAL INCORPORATED",KENANSVILLE,NC,R,2299118.00,76051280.00,60113590.00,2551,705,0.3608,5066844.00,27.64,2.77
"HALIFAX REGIONAL MEDICAL CENTER INC","ROANOKE RAPIDS",NC,R,-21365555.00,86946834.00,101492579.00,3183,871,0.4104,4730702.00,27.36,2.44
"WAKE MED CARY HOSPITAL",CARY,NC,U,11921560.00,358443288.00,315778624.00,13968,3086,0.2162,12866104.00,22.09,4.62
"ST ANDREWS HEALTH CENTER",BOTTINEAU,ND,R,-51641.00,14886816.00,15177672.00,130,103,0.7765,10213.00,79.23,1.29
"THREE RIVERS MEDICAL CENTER","GRANTS PASS",OR,U,498930.00,276433061.00,266047762.00,8090,1532,0.2586,1462061.00,18.94,3.87
"PH GREER MEMORIAL HOSPITAL",GREER,SC,U,25050622.00,169578231.00,126901259.00,5363,1268,0.1908,8764805.00,23.64,5.24
"PH HILLCREST HOSPITAL",SIMPSONVILLE,SC,U,6399384.00,124321494.00,90484662.00,10017,775,0.1774,5870339.00,7.74,5.64
"PRISMA HEALTH TUOMEY HOSPITAL",SUMTER,SC,U,-33897052.00,196913700.00,214139785.00,8090,2142,0.2653,10612758.00,26.48,3.77
"PRISMA HEALTH BAPTIST HOSPITAL",COLUMBIA,SC,U,-2378558.00,277946820.00,251399223.00,11982,1695,0.2521,12150698.00,14.15,3.97
"PH PATEWOOD HOSPITAL",GREENVILLE,SC,U,64467074.00,259774706.00,170533480.00,3568,173,0.2066,4259020.00,4.85,4.84
"PELHAM MEDICAL CENTER",GREER,SC,U,28358514.00,148333026.00,110646197.00,2970,886,0.1920,4086232.00,29.83,5.21
"PERMIAN REGIONAL MEDICAL CENTER",ANDREWS,TX,R,-375227.00,31504013.00,59152780.00,727,73,0.6692,6017225.00,10.04,1.49
"LIMESTONE MEDICAL CENTER",GROESBECK,TX,R,10927669.00,20472779.00,24838769.00,209,73,0.3789,1483843.00,34.93,2.64
"NORTHEASTERN VT REGIONAL HOSPITAL","ST. JOHNSBURY",VT,R,1699911.00,112163956.00,101964933.00,1331,570,0.4539,844660.00,42.82,2.20
"LOGAN REGIONAL MEDICAL CENTER",LOGAN,WV,R,-5967642.00,112215320.00,77173756.00,4087,1124,0.1609,308439.00,27.50,6.21
"CITY OF HOPE NATIONAL MEDICAL CTR",DUARTE,CA,U,181926277.00,2275437529.00,1766756106.00,8667,2832,NULL,NULL,32.68,4.25
